SEND_REASON,CYCLE_COUNT,MIN_VOLTAGE,MAX_VOLTAGE,PROGRAM_NO,TEMP,FINAL_TEMP,HEATER_ON_TIME,ENV_TEMP,INIT_WATER_TEMP,SPIN,SPIN_EXECUTED,DIRT_LEVEL,DELAY_TIME,AUX_FUNC_MSB_H,AUX_FUNC_MSB_L,AUX_FUNC_LSB_H,AUX_FUNC_LSB_L,UNBALANCED_LOAD,SPIN_TRY_COUNT,LOAD_VALVE_MEASURE,VALVE_OPEN_COUNT,EXTRA_RINSE_COUNT,CHILD_LOCK,EFFECTIVE_PROG_TIME,ERROR_5,ERROR_4,ERROR_3,ERROR_2,ERROR_1,INFO,SERVICE_MODE_ENTER_COUNT,DET_DOSE,SOFT_DOSE,SECURITY_RISK,VISIBLE_ERROR_1,VISIBLE_ERROR_2,VISIBLE_ERROR_3,VISIBLE_ERROR_4,VISIBLE_ERROR_5,HIDDEN_ERRORS_1,HIDDEN_ERRORS_2,PRECAUTIONS_1,PRECAUTIONS_2,WARNINGS,HEATER_TO_PUMP_DURATION,HEATER_DURATION_EXCEPT_HEATING_STEP,HEATER_HYSTERESIS_COUNT,MAIN_WASH_VALVE_OPEN_COUNT,MAIN_WASH_START_TEMP,MAIN_WASH_END_TEMP,MAIN_WASH_100RPM_ATTEMPT_COUNT,MAIN_WASH_ACCELERATION,MAIN_WASH_MAX_RPM,MAIN_WASH_MAX_RPM_DURATION,FIRST_RINSE_VALVE_OPEN_COUNT,FIRST_RINSE_START_TEMP,FIRST_RINSE_END_TEMP,FIRST_RINSE_100RPM_ATTEMPT_COUNT,FIRST_RINSE_ACCELERATION,FIRST_RINSE_MAX_RPM,FIRST_RINSE_MAX_RPM_DURATION,SECOND_RINSE_VALVE_OPEN_COUNT,SECOND_RINSE_START_TEMP,SECOND_RINSE_END_TEMP,SECOND_RINSE_100RPM_ATTEMP_COUNT,SECOND_RINSE_ACCELERATION,SECOND_RINSE_MAX_RPM,SECOND_RINSE_MAX_RPM_DURATION,EXTRA_RINSE_VALVE_OPEN_COUNT,EXTRA_RINSE_START_TEMP,EXTRA_RINSE_END_TEMP,EXTRA_RINSE_100RPM_TRY_COUNT,EXTRA_RINSE_ACCELERATION,EXTRA_RINSE_MAX_RPM,EXTRA_RINSE_MAX_RPM_DURATION,LAST_SPIN_ACCELERATION,LAST_SPIN_MAX_REV_DURATION,LAST_SPIN_MAX_REV,LAST_SPIN_100RPM_TRY_COUNT,AWASH_ID,FRICTION,INERTIA,CALIBRATED_FRICTION,CALIBRATED_INERTIA,AFTER_HEAT_VALVE_OPEN_COUNT,CYCLE_COUNT_AFTER_LAST_MOTOR_CALIBRATION,BASE_PROGRAM,DRUM_CAPACITY,COLD_WASH_W_LEVEL_VALUE_F2,COLD_WASH_W_LEVEL_VALUE_F3,MAIN_MACHINE_FEATURES,AVAILABLE_SPIN_LEVELS,PROGRAM_PLANNED_TIME,RINSE_WATER_LEVEL_DEFAULT_VALUE,WASHING_STEP_TIME_DATA_FACTORY_SETTINGS,HEATING_TIME_DATA_FACTORY_SETTINGS,WASHING_OPEN_TIME_DATA_FACTORY_SETTINGS,WASHING_CLOSE_TIME_DATA_FACTORY_SETTINGS,connState
['NORMAL'],49,1100,1150,19,0,0,0,27,0,1200,1150,MEDIUM,0,[],[],[],[],2930,0,UNMEASURED,0,0,OFF,13,OK,OK,OK,OK,OK,"['powerCut', 'runAfterCancel']",0,30,50,OK,[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,75,115,0,7,0,0,0,0,0,17,SIKMA_POMPA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",1,0,0,0,0,0,offline
['NORMAL'],50,1030,1150,4,40,39,23,22,21,1200,1150,MEDIUM,0,[],[],[],['LIQ_DETERGENT'],4637,0,UNMEASURED,0,1,OFF,138,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],9,0,0,2,41,39,1,49,115,52,1,33,20,0,49,115,45,0,16,16,0,0,5,0,1,22,17,0,0,8,0,73,60,115,3,7,49925,11797,23046,33300,0,18,AUTOPROGRAM,10_KG_(X54+1),46083,60672,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,65535,0,10,0,0,offline
['NORMAL'],51,1070,1130,19,0,0,0,24,0,1200,1150,MEDIUM,0,[],[],[],[],1349,0,UNMEASURED,0,0,OFF,14,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,75,115,0,7,49925,11797,23046,33300,0,19,SIKMA_POMPA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",15,0,0,0,0,0,offline
['NORMAL'],52,1060,1150,4,40,37,13,22,18,1200,1150,LITTLE,0,[],[],[],['LIQ_DETERGENT'],2570,0,UNMEASURED,1,1,OFF,123,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],25,0,0,1,41,36,1,46,100,44,1,32,23,1,51,100,40,0,17,18,0,0,5,0,1,25,20,2,42,100,44,66,38,115,0,7,40197,44305,13318,17,0,20,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,65535,15,25,22,4,offline
['NORMAL'],53,1080,1170,4,40,39,13,24,22,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],4135,0,UNMEASURED,0,0,OFF,124,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],4,0,0,1,41,38,4,65,80,51,1,32,21,3,31,80,18,0,18,18,0,0,5,0,0,0,0,0,0,0,0,58,74,80,1,7,44037,49427,16902,5139,0,21,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,65535,0,5,0,0,online
['NORMAL'],54,1120,1160,20,0,0,0,21,0,1200,1150,MEDIUM,0,[],[],[],[],2169,0,UNMEASURED,0,0,OFF,25,OK,OK,OK,OK,OK,['doorNotOpenedAfterPrevCycle'],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,65,115,3,7,44037,49427,16902,5139,0,22,RINSE,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",21,0,0,0,0,0,online
['ERROR'],56,1100,1160,16,30,0,4,23,17,600,30,MEDIUM,0,[],[],['ADD_RINSE'],['LIQ_DETERGENT'],0,0,UNMEASURED,1,1,OFF,11,OK,OK,OK,OK,OK,[],0,30,50,MEDIUM_RISK,[],[],[],[],[],[],[],['motorSpeedPrecaution'],[],[],0,0,0,1,26,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,44037,49427,16902,5139,0,24,WOOLEAN,10_KG_(X54+1),32260,23555,"['turbidity', 'flowmeter', 'autodose', 'aquatech']",['600'],67,0,0,15,0,0,offline
"['NORMAL', 'ERROR']",56,1100,1360,16,30,27,5,23,17,600,600,MEDIUM,0,[],[],['ADD_RINSE'],['LIQ_DETERGENT'],670,0,UNMEASURED,1,1,OFF,81,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],12,0,0,1,30,27,0,0,4,0,1,25,20,0,0,3,0,1,20,18,4,33,60,27,1,20,17,0,0,4,0,41,100,60,1,7,44037,49427,16902,5139,0,24,WOOLEAN,10_KG_(X54+1),32260,23555,"['turbidity', 'flowmeter', 'autodose', 'aquatech']",['600'],67,45060,0,15,0,0,offline
['NORMAL'],57,1130,1160,19,0,0,0,24,0,1200,1150,MEDIUM,0,[],[],[],[],5361,0,UNMEASURED,0,0,OFF,14,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,60,115,0,7,44037,49427,16902,5139,0,25,SIKMA_POMPA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",15,0,0,0,0,0,offline
['NORMAL'],58,1100,1170,4,40,38,11,23,21,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],3871,0,UNMEASURED,1,2,OFF,135,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],27,0,0,1,41,37,2,60,80,50,1,33,25,1,55,80,37,0,19,19,0,0,5,0,2,26,20,1,56,80,80,80,56,80,2,7,58885,53009,32006,8977,0,26,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,65535,15,25,22,4,offline
['NORMAL'],59,1100,1170,4,40,40,13,25,22,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],797,0,UNMEASURED,0,1,OFF,116,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],4,0,0,1,41,40,5,58,80,50,1,33,23,4,61,80,48,0,18,18,0,0,5,0,1,24,20,0,0,8,0,49,75,80,0,7,9989,62738,48645,18706,0,27,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,65535,0,5,0,0,offline
['ERROR'],60,1100,1160,4,40,0,3,23,20,800,50,LITTLE,0,[],[],[],['LIQ_DETERGENT'],0,0,MEDIUM,2,0,OFF,22,OK,OK,OK,OK,OK,[],0,30,50,MEDIUM_RISK,[],[],[],[],[],[],[],['motorSpeedPrecaution'],[],[],0,0,0,2,24,24,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9989,62738,48645,18706,0,28,AUTOPROGRAM,10_KG_(X54+1),12035,51200,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",179,0,0,55,0,0,online
['NORMAL'],61,1080,1170,3,40,27,5,32,23,800,800,MEDIUM,0,[],[],[],['LIQ_DETERGENT'],4795,0,UNMEASURED,1,1,OFF,75,OK,OK,OK,OK,OK,['runAfterCancel'],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],3,0,0,1,27,27,4,33,59,2,1,26,21,4,35,59,2,0,17,17,0,0,5,0,2,21,17,0,0,8,0,69,45,80,1,7,7686,50463,46086,6431,0,29,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",58,65535,3,5,22,4,offline
['ERROR'],63,1070,1160,4,40,0,13,25,21,800,290,LITTLE,0,[],[],[],['LIQ_DETERGENT'],0,0,LIGHT,1,0,OFF,41,OK,OK,OK,OK,OK,[],0,30,50,MEDIUM_RISK,[],[],[],[],[],[],[],['motorSpeedPrecaution'],[],[],0,0,0,2,39,39,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30468,33554,3589,54801,0,31,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,0,0,35,0,0,online
['NORMAL'],62,1090,1180,4,40,37,9,24,21,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],4818,0,UNMEASURED,1,1,OFF,103,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],13,0,0,1,41,37,2,59,80,43,1,32,24,1,59,80,37,0,20,20,0,0,5,0,1,26,21,1,59,80,34,67,44,80,2,7,42500,36368,15621,57615,0,30,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,65535,0,25,0,0,offline
"['NORMAL', 'ERROR']",63,1050,1160,4,40,41,16,25,23,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],1371,0,UNMEASURED,0,1,OFF,128,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],3,0,0,2,41,40,2,44,80,12,1,33,23,2,59,80,52,0,19,19,0,0,5,0,1,24,20,0,0,8,0,60,67,80,3,7,30468,33554,3589,54801,0,31,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,65535,0,5,0,0,offline
['NORMAL'],64,1110,1130,19,0,0,0,26,0,1200,1150,MEDIUM,0,[],[],[],[],3004,0,UNMEASURED,0,0,OFF,14,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,61,115,0,7,30468,33554,3589,54801,0,32,SIKMA_POMPA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",15,0,0,0,0,0,online
['NORMAL'],65,1070,1160,4,40,37,9,25,22,1000,1000,LITTLE,0,[],[],[],['LIQ_DETERGENT'],5480,0,UNMEASURED,1,1,OFF,106,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],14,0,0,1,41,37,2,54,100,47,1,32,25,6,42,100,40,0,20,21,0,0,5,0,1,27,22,0,38,100,45,74,28,100,0,7,26117,18705,64773,39952,0,33,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,65535,0,25,0,0,offline
['NORMAL'],66,1070,1160,3,40,32,4,26,22,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],2592,0,UNMEASURED,1,1,OFF,89,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],3,0,0,1,32,29,3,56,80,46,1,27,22,3,54,80,55,0,20,21,0,0,5,0,1,23,20,4,58,80,54,49,62,80,1,7,6661,17683,45317,38930,0,34,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",58,65535,0,2,0,0,online
['NORMAL'],67,1010,1170,3,40,33,5,24,22,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],3898,0,UNMEASURED,1,1,OFF,88,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],3,0,0,1,33,30,1,56,80,52,1,27,21,3,54,80,47,0,20,19,0,0,5,0,1,22,20,5,53,80,45,60,64,80,2,7,60420,17428,33541,38931,0,35,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",58,65535,0,2,0,0,offline
['NORMAL'],68,1070,1150,3,40,28,2,0,0,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],1795,0,UNMEASURED,0,0,OFF,40,OK,OK,OK,OK,OK,"['powerCut', 'runAfterCancel']",0,30,50,OK,[],[],[],[],[],[],[],[],[],[],5,0,0,2,28,27,5,0,8,0,1,26,24,3,35,59,2,0,21,21,0,0,5,0,0,0,0,0,0,0,0,69,41,80,0,7,0,0,0,0,3,36,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",34,65535,5,3,22,4,online
['NORMAL'],69,1110,1150,19,0,0,0,27,0,1200,1150,MEDIUM,0,[],[],[],[],3053,0,UNMEASURED,0,0,OFF,14,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,61,115,1,7,0,0,0,0,0,37,SIKMA_POMPA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",15,0,0,0,0,0,online
['ERROR'],70,1080,1150,3,40,31,3,28,23,800,590,LITTLE,0,[],[],[],['LIQ_DETERGENT'],0,0,LIGHT,1,1,OFF,42,OK,OK,OK,OK,OK,[],0,30,50,MEDIUM_RISK,[],[],[],[],[],[],[],['motorSpeedPrecaution'],[],[],0,0,0,2,31,31,3,34,59,2,1,28,22,1,34,59,2,0,0,0,0,0,0,0,1,23,21,0,0,5,0,0,0,0,0,7,55556,44305,28677,17,0,38,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",58,65535,0,3,0,0,online
"['NORMAL', 'ERROR']",70,1080,1150,3,40,31,3,28,23,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],2741,0,UNMEASURED,1,1,OFF,65,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],0,0,0,2,31,31,3,34,59,2,1,28,22,1,34,59,2,0,20,20,0,0,5,0,2,23,20,0,0,8,0,77,49,80,0,7,55556,44305,28677,17,0,38,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",58,65535,0,3,0,0,offline
['ERROR'],71,1130,1160,3,40,0,0,24,22,800,300,LITTLE,0,[],[],[],['LIQ_DETERGENT'],0,0,LIGHT,1,0,OFF,18,OK,OK,OK,OK,OK,[],0,30,50,MEDIUM_RISK,[],[],[],[],[],[],[],['motorSpeedPrecaution'],[],[],11,0,0,1,0,21,1,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19461,17683,58117,38930,0,39,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",45,0,0,0,0,0,offline
"['NORMAL', 'ERROR']",71,1100,1170,3,40,29,3,24,22,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],2336,0,UNMEASURED,1,1,OFF,73,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],0,0,0,1,29,29,3,36,59,2,1,26,22,1,34,59,1,0,20,20,0,0,5,0,2,23,20,0,0,8,0,71,49,80,2,7,19461,17683,58117,38930,0,39,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",45,65535,0,3,0,0,offline
['NORMAL'],72,1120,1150,19,0,0,0,26,0,800,800,MEDIUM,0,[],[],[],[],3608,0,UNMEASURED,0,0,OFF,13,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,58,80,0,7,19461,17683,58117,38930,0,40,SIKMA_POMPA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",14,0,0,0,0,0,offline
['ERROR'],73,1070,1160,3,40,29,2,26,23,800,600,LITTLE,0,[],[],[],['LIQ_DETERGENT'],0,0,LIGHT,1,1,OFF,58,OK,OK,OK,OK,OK,[],0,30,50,MEDIUM_RISK,[],[],[],[],[],[],[],['motorSpeedPrecaution'],[],[],5,0,0,1,29,28,1,32,60,1,1,26,23,5,0,9,0,0,20,20,0,0,5,0,2,23,21,0,0,9,0,0,0,0,0,7,54276,2321,27397,23824,0,41,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",58,65535,5,3,22,4,online
"['NORMAL', 'ERROR']",73,1070,1160,3,40,29,2,26,23,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],3791,0,UNMEASURED,1,1,OFF,72,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],5,0,0,1,29,28,1,32,60,1,1,26,23,5,0,9,0,0,20,20,0,0,5,0,2,23,21,0,0,9,0,76,51,80,3,7,54276,2321,27397,23824,0,41,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",58,65535,5,3,22,4,online
['NORMAL'],74,1130,1170,20,0,0,0,24,0,800,800,MEDIUM,0,[],[],[],[],2148,0,UNMEASURED,0,0,OFF,26,OK,OK,OK,OK,OK,['doorNotOpenedAfterPrevCycle'],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,66,80,2,7,54276,2321,27397,23824,0,42,RINSE,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",20,0,0,0,0,0,online
['NORMAL'],75,1100,1170,3,40,33,4,26,22,800,800,LITTLE,0,[],[],[],['LIQ_DETERGENT'],4106,0,UNMEASURED,1,0,OFF,77,OK,OK,OK,OK,OK,[],0,30,50,OK,[],[],[],[],[],[],[],[],[],[],3,0,0,1,33,29,4,38,80,21,1,27,23,0,53,80,59,0,21,21,0,0,5,0,0,0,0,0,0,0,0,52,77,80,1,7,58116,28179,31237,49426,0,43,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",58,65535,0,2,0,0,online
['NORMAL'],13,1060,1130,8,60,66,2,21,0,800,800,MEDIUM,0,[],[],['ADD_RINSE'],"['SOFT_DOSAGE', 'LIQ_DETERGENT', 'STEAM']",3232,0,UNMEASURED,0,2,ON,136,OK,OK,OK,OK,OK,"['powerCut', 'runAfterCancel']",0,50,50,OK,[],[],[],[],[],[],[],[],[],[],39,0,0,0,66,60,2,58,80,41,2,44,25,0,56,80,45,2,25,18,2,54,80,43,4,21,16,2,54,80,93,53,199,80,0,7,0,0,0,0,0,13,BEBEK,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",185,30735,40,80,16,4,online
['NORMAL'],14,1070,1130,3,40,32,6,26,20,800,800,LITTLE,0,[],[],[],"['SOFT_DOSAGE', 'LIQ_DETERGENT']",2946,0,UNMEASURED,1,1,OFF,86,OK,OK,OK,OK,OK,[],0,50,50,OK,[],[],[],[],[],[],[],[],[],[],3,0,0,4,32,28,1,56,80,49,1,26,20,5,54,80,59,0,16,17,0,0,5,0,1,21,18,0,52,80,53,54,89,80,1,7,8453,50197,44547,52757,0,14,AUSTRALIA,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",58,65535,0,2,0,0,online
['NORMAL'],15,1100,1150,2,40,31,6,26,18,800,800,MEDIUM,0,[],[],[],"['SOFT_DOSAGE', 'LIQ_DETERGENT']",1334,0,UNMEASURED,1,0,ON,62,OK,OK,OK,OK,OK,[],0,50,50,OK,[],[],[],[],[],[],[],[],[],[],16,0,0,1,40,29,0,0,3,0,1,28,22,0,0,4,0,0,0,0,0,0,0,0,0,22,0,0,31,60,26,73,52,80,1,7,0,0,0,0,0,15,WOOLEAN,10_KG_(X54+1),32260,23555,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800']",55,45060,0,20,0,0,online
['NORMAL'],16,1080,1140,4,40,35,11,23,20,800,800,LITTLE,0,[],[],[],"['SOFT_DOSAGE', 'LIQ_DETERGENT']",2892,0,UNMEASURED,1,2,OFF,127,OK,OK,OK,OK,OK,[],0,50,50,OK,[],[],[],[],[],[],[],[],[],[],30,0,0,3,41,34,1,54,80,43,1,31,25,1,57,80,50,0,19,19,0,0,5,0,2,26,20,1,53,80,96,69,53,80,0,7,52228,64788,22787,1813,2,16,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,65535,15,25,22,4,online
['ERROR'],17,1080,1120,2,40,30,5,25,19,800,40,MEDIUM,0,[],[],[],"['SOFT_DOSAGE', 'LIQ_DETERGENT']",0,0,UNMEASURED,1,0,ON,31,OK,OK,OK,OK,OK,[],0,50,50,MEDIUM_RISK,[],[],[],[],[],[],[],['motorSpeedPrecaution'],[],[],17,0,0,1,40,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52228,64788,22787,1813,0,17,WOOLEAN,10_KG_(X54+1),32260,23555,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800']",55,0,0,20,0,0,online
"['NORMAL', 'ERROR']",17,1080,1130,2,40,30,5,25,19,800,800,MEDIUM,0,[],[],[],"['SOFT_DOSAGE', 'LIQ_DETERGENT']",2555,0,UNMEASURED,1,0,ON,62,OK,OK,OK,OK,OK,[],0,50,50,OK,[],[],[],[],[],[],[],[],[],[],17,0,0,1,40,28,0,0,4,0,1,26,21,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,31,60,31,70,46,80,0,7,52228,64788,22787,1813,0,17,WOOLEAN,10_KG_(X54+1),32260,23555,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800']",55,45060,0,20,0,0,online
['NORMAL'],18,1050,1130,4,60,60,35,26,22,800,800,LITTLE,0,[],[],[],"['SOFT_DOSAGE', 'LIQ_DETERGENT']",3170,0,UNMEASURED,0,2,OFF,135,OK,OK,OK,OK,OK,[],0,50,50,OK,[],[],[],[],[],[],[],[],[],[],5,0,0,3,61,38,2,59,80,54,1,42,27,0,56,80,55,0,17,17,0,0,5,0,2,27,19,4,58,80,47,58,67,80,0,7,18437,49427,54531,51987,0,18,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",115,65535,0,5,0,0,online
['NORMAL'],19,1000,1140,4,60,60,35,27,22,800,800,LITTLE,0,[],[],[],"['SOFT_DOSAGE', 'LIQ_DETERGENT']",3890,0,UNMEASURED,0,2,OFF,130,OK,OK,OK,OK,OK,[],0,50,50,OK,[],[],[],[],[],[],[],[],[],[],5,0,0,3,61,39,2,52,80,64,1,42,27,0,60,80,65,0,17,18,0,0,5,0,2,28,19,1,56,80,53,53,71,80,4,7,39684,49427,10243,51987,0,19,AUTOPROGRAM,10_KG_(X54+1),0,0,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",115,65535,0,5,0,0,online
['NORMAL'],20,1070,1140,4,40,41,24,26,22,800,800,LITTLE,0,[],[],[],"['SOFT_DOSAGE', 'LIQ_DETERGENT']",1939,0,UNMEASURED,0,1,ON,134,OK,OK,OK,OK,OK,[],0,50,50,OK,[],[],[],[],[],[],[],[],[],[],4,0,0,6,41,40,1,55,80,49,1,34,23,0,60,80,60,0,17,18,0,0,5,0,1,23,18,0,0,8,0,60,78,80,1,7,32773,25622,3332,27926,0,20,AUTOPROGRAM,10_KG_(X54+1),46083,60672,"['turbidity', 'flowmeter', 'autodose', 'aquatech']","['600', '800', '1000', '1200']",113,65535,0,5,0,0,online
